,id,retweet_count,favorite_count
947,751950017322246144,1049,3397
948,751937170840121344,1516,5746
949,751830394383790080,2213,6394
950,751793661361422336,3299,6448
951,751598357617971201,3419,8665
952,751583847268179968,1260,4837
953,751538714308972544,1437,5526
954,751456908746354688,1120,3501
955,751251247299190784,6657,13727
956,751205363882532864,2074,6920
957,751132876104687617,1475,5595
958,750868782890057730,1585,5287
959,750719632563142656,5720,14563
960,750506206503038976,1309,4909
961,750429297815552001,4915,14506
962,750383411068534784,1300,4984
963,750381685133418496,37,753
964,750147208377409536,1091,3399
965,750132105863102464,1430,3977
966,750117059602808832,1458,4725
967,750101899009982464,953,3336
968,750086836815486976,612,2375
969,750071704093859840,3782,8618
970,750056684286914561,1006,3429
971,750041628174217216,701,3484
972,750026558547456000,884,2973
973,750011400160841729,1030,3553
974,749996283729883136,913,3319
975,749981277374128128,2769,5594
976,749774190421639168,1489,5092
977,749417653287129088,1891,6688
978,749403093750648834,617,2878
979,749395845976588288,3927,9457
980,749317047558017024,2496,6038
981,749075273010798592,2349,6332
982,749064354620928000,1708,5259
983,749036806121881602,893,3411
984,748977405889503236,3746,11187
985,748932637671223296,2555,6425
986,748705597323898880,1059,3028
987,748699167502000129,1810,5190
988,748692773788876800,1496,4635
989,748575535303884801,2258,6663
990,748568946752774144,771,2399
991,748346686624440324,1404,5709
992,748337862848962560,4673,8415
993,748324050481647620,865,4059
994,748307329658011649,805,4009
995,748220828303695873,8775,15471
996,747963614829678593,2433,6360
997,747933425676525569,2881,7266
998,747885874273214464,1112,3226
999,747844099428986880,846,3070
1000,747816857231626240,1309,5316
1001,747651430853525504,177,1510
1002,747648653817413632,6577,14119
1003,747600769478692864,615,2536
1004,747594051852075008,1199,4043
1005,747512671126323200,1796,6085
1006,747461612269887489,1165,4238
1007,747439450712596480,2175,5942
1008,747242308580548608,3244,0
1009,747219827526344708,1779,5766
1010,747204161125646336,1033,3706
1011,747103485104099331,4527,10495
1012,746906459439529985,334,3158
1013,746872823977771008,2418,6556
1014,746818907684614144,1933,5785
1015,746790600704425984,1800,5322
1016,746757706116112384,4411,10466
1017,746726898085036033,2028,6622
1018,746542875601690625,2095,5497
1019,746521445350707200,1103,0
1020,746507379341139972,1222,5074
1021,746369468511756288,1846,6611
1022,746131877086527488,2493,7539
1023,746056683365994496,927,3884
1024,745789745784041472,1201,4413
1025,745712589599014916,2626,7620
1026,745433870967832576,2874,7780
1027,745422732645535745,2754,9367
1028,745314880350101504,3113,7830
1029,745074613265149952,3957,8566
1030,745057283344719872,2568,7909
1031,744995568523612160,707,3265
1032,744971049620602880,3027,8608
1033,744709971296780288,1757,6127
1034,744334592493166593,2404,7407
1035,744234799360020481,79116,130533
1036,744223424764059648,423,1857
1037,743980027717509120,1227,4530
1038,743895849529389061,1079,3974
1039,743835915802583040,2372,0
1040,743609206067040256,1554,4889
1041,743595368194129920,7411,20183
1042,743545585370791937,1060,3851
1043,743510151680958465,4165,8626
1044,743253157753532416,1359,4600
1045,743222593470234624,2151,6764
1046,743210557239623680,1545,4186
1047,742534281772302336,3989,7704
1048,742528092657332225,2234,4858
1049,742465774154047488,4363,7886
1050,742423170473463808,4293,10771
1051,742385895052087300,2251,7432
1052,742161199639494656,1537,4726
1053,742150209887731712,1771,5624
1054,741793263812808706,1691,4959
1055,741743634094141440,3121,8905
1056,741438259667034112,935,4005
1057,741303864243200000,3631,9600
1058,741099773336379392,6218,10947
1059,741067306818797568,3492,10295
1060,740995100998766593,3131,6984
1061,740711788199743490,1058,3724
1062,740699697422163968,884,3088
1063,740676976021798912,7685,19797
1064,740373189193256964,15029,37704
1065,740365076218183684,488,2715
1066,740359016048689152,959,3600
1067,740214038584557568,2211,7300
1068,739979191639244800,6673,21815
1069,739932936087216128,1211,4426
1070,739844404073074688,958,4128
1071,739623569819336705,1541,4163
1072,739606147276148736,1867,5878
1073,739544079319588864,24183,43517
1074,739485634323156992,3295,7850
1075,739238157791694849,52101,74885
1076,738891149612572673,6,115
1077,738885046782832640,1273,4114
1078,738883359779196928,914,3652
1079,738537504001953792,1751,5555
1080,738402415918125056,949,3586
1081,738184450748633089,1355,4704
1082,738166403467907072,3818,9587
1083,738156290900254721,743,2760
1084,737826014890496000,2001,5735
1085,737800304142471168,3887,10902
1086,737678689543020544,1506,5505
1087,737445876994609152,5024,11252
1088,737322739594330112,902,3939
1089,737310737551491075,8296,15990
1090,736736130620620800,1958,4715
1091,736392552031657984,8365,19376
1092,736365877722001409,1401,4353
1093,736225175608430592,3099,8859
1094,736010884653420544,3334,8613
1095,735991953473572864,1280,3919
1096,735648611367784448,1230,4382
1097,735635087207878657,2648,6750
1098,735274964362878976,4679,9579
1099,735256018284875776,987,3660
1100,735137028879360001,1089,3412
1101,734912297295085568,571,2972
1102,734787690684657664,7069,13669
1103,734776360183431168,606,2727
1104,734559631394082816,450,1639
1105,733828123016450049,872,3911
1106,733822306246479872,1136,4003
1107,733482008106668032,1059,3432
1108,733460102733135873,1442,4588
1109,733109485275860992,17522,44456
1110,732732193018155009,597,2657
1111,732726085725589504,997,3841
1112,732585889486888962,861,4004
1113,732375214819057664,2823,8792
1114,732005617171337216,6115,16251
1115,731285275100512256,1087,3784
1116,731156023742988288,1427,4172
1117,730924654643314689,2226,6656
1118,730573383004487680,2422,5377
1119,730427201120833536,1171,3782
1120,730211855403241472,1178,4157
1121,730196704625098752,2157,5319
1122,729854734790754305,1256,4374
1123,729838605770891264,426,1849
1124,729823566028484608,1385,4338
1125,729463711119904772,2573,6315
1126,729113531270991872,367,2049
1127,728986383096946689,911,3443
1128,728760639972315136,1901,5069
1129,728751179681943552,754,3022
1130,728653952833728512,1167,3603
1131,728409960103686147,2260,5355
1132,728387165835677696,1071,3977
1133,728046963732717569,1318,4697
1134,728035342121635841,1867,4932
1135,728015554473250816,1214,4455
1136,727685679342333952,717,3191
1137,727644517743104000,1953,6403
1138,727524757080539137,1374,4872
1139,727314416056803329,831,3605
1140,727286334147182592,917,3306
1141,727175381690781696,1538,4192
1142,727155742655025152,1486,3959
1143,726935089318363137,2731,7470
1144,726887082820554753,1672,4176
1145,726828223124897792,1122,3864
1146,726224900189511680,1296,4786
1147,725842289046749185,2955,7658
1148,725786712245440512,1520,4511
1149,725729321944506368,1995,5625
1150,725458796924002305,698,1533
1151,724983749226668032,1455,4016
1152,724771698126512129,718,2581
1153,724405726123311104,1841,5772
1154,724049859469295616,1977,4708
1155,724046343203856385,617,2888
1156,724004602748780546,1783,4535
1157,723912936180330496,1370,4223
1158,723688335806480385,3327,8406
1159,723673163800948736,1004,3279
1160,723179728551723008,2100,5735
1161,722974582966214656,1754,4473
1162,722613351520608256,1824,5369
1163,721503162398597120,2117,5066
1164,721001180231503872,685,2733
1165,720785406564900865,861,3387
1166,720775346191278080,754,2689
1167,720415127506415616,1669,4480
1168,720389942216527872,2822,6954
1169,720340705894408192,1092,3115
1170,720059472081784833,1262,4207
1171,720043174954147842,2240,5310
1172,719991154352222208,1968,5249
1173,719704490224398336,1628,4954
1174,719551379208073216,2177,5501
1175,719367763014393856,823,3011
1176,719339463458033665,1393,4793
1177,719332531645071360,1070,3691
1178,718971898235854848,1223,3795
1179,718939241951195136,1964,5694
1180,718631497683582976,9060,20628
1181,718613305783398402,539,2656
1182,718540630683709445,1129,2719
1183,718460005985447936,596,2832
1184,718454725339934721,1681,5293
1185,718246886998687744,561,2097
1186,718234618122661888,1118,4201
1187,717841801130979328,666,2648
1188,717790033953034240,1263,3155
1189,717537687239008257,2059,6256
1190,717428917016076293,506,1737
1191,717421804990701568,943,3429
1192,717047459982213120,2128,6799
1193,717009362452090881,1098,3565
1194,716802964044845056,1311,4609
1195,716791146589110272,1473,5190
1196,716730379797970944,475,1335
1197,716447146686459905,6594,14263
1198,716439118184652801,246,2562
1199,716285507865542656,1218,3025
1200,716080869887381504,1926,5252
1201,715928423106027520,985,3470
1202,715758151270801409,1588,4063
1203,715733265223708672,1908,5070
1204,715704790270025728,630,3038
1205,715696743237730304,1443,4237
1206,715680795826982913,1808,4699
1207,715360349751484417,1764,5926
1208,715342466308784130,766,3279
1209,715220193576927233,734,2613
1210,715200624753819648,2098,5565
1211,715009755312439296,1391,4527
1212,714982300363173890,1162,4076
1213,714962719905021952,4796,7990
1214,714957620017307648,1588,4487
1215,714631576617938945,1115,3554
1216,714606013974974464,1036,3924
1217,714485234495041536,1303,2951
1218,714258258790387713,805,3265
1219,714251586676113411,938,3552
1220,714214115368108032,985,2471
1221,714141408463036416,1560,4657
1222,713919462244790272,867,3545
1223,713909862279876608,613,2066
1224,713900603437621249,827,3049
1225,713761197720473600,1536,5289
1226,713411074226274305,1432,4778
1227,713177543487135744,3167,7817
1228,713175907180089344,1622,4831
1229,712809025985978368,7555,20286
1230,712717840512598017,5591,13412
1231,712668654853337088,1363,4509
1232,712438159032893441,1745,5773
1233,712309440758808576,26,269
1234,712097430750289920,1165,4123
1235,712092745624633345,1011,3197
1236,712085617388212225,554,3515
1237,712065007010385924,698,2443
1238,711998809858043904,138,0
1239,711968124745228288,2584,8738
1240,711743778164514816,1097,3086
1241,711732680602345472,4621,9713
1242,711694788429553666,20400,35709
1243,711652651650457602,1032,4208
1244,711363825979756544,1281,3981
1245,711306686208872448,812,3584
1246,711008018775851008,703,3255
1247,710997087345876993,1554,4943
1248,710844581445812225,775,2765
1249,710833117892898816,603,2928
1250,710658690886586372,633,2513
1251,710609963652087808,2613,5201
1252,710588934686908417,2099,4947
1253,710296729921429505,828,2560
1254,710283270106132480,578,2298
1255,710272297844797440,1414,4911
1256,710269109699739648,1255,2597
1257,710153181850935296,1001,3141
1258,710140971284037632,1000,2999
1259,710117014656950272,2224,5975
1260,709918798883774466,1207,3235
1261,709901256215666688,112,730
1262,709852847387627521,1331,3803
1263,709566166965075968,1363,3846
1264,709556954897764353,1196,3575
1265,709519240576036864,276,1612
1266,709449600415961088,663,2417
1267,709409458133323776,782,2836
1268,709225125749587968,643,2604
1269,709207347839836162,6529,13684
1270,709198395643068416,716,2623
1271,709179584944730112,760,2200
1272,709158332880297985,469,2224
1273,709042156699303936,1853,5174
1274,708853462201716736,741,1934
1275,708845821941387268,1008,3217
1276,708834316713893888,568,1848
1277,708810915978854401,7800,17967
1278,708738143638450176,914,2984
1279,708711088997666817,829,2771
1280,708479650088034305,760,2756
1281,708469915515297792,921,3343
1282,708400866336894977,11279,17430
1283,708356463048204288,1511,3907
1284,708349470027751425,829,2552
1285,708149363256774660,1722,4639
1286,708130923141795840,935,3682
1287,708119489313951744,1101,2924
1288,708109389455101952,606,2109
1289,708026248782585858,2158,4772
1290,707995814724026368,1268,3372
1291,707983188426153984,2,52
1292,707969809498152960,1090,2932
1293,707776935007539200,1072,3570
1294,707741517457260545,691,2706
1295,707738799544082433,2769,4471
1296,707693576495472641,1121,3739
1297,707629649552134146,988,2823
1298,707610948723478529,7196,18484
1299,707420581654872064,785,2487
1300,707411934438625280,670,2475
1301,707387676719185920,1478,3823
1302,707377100785885184,1208,3585
1303,707315916783140866,725,2691
1304,707297311098011648,901,3008
1305,707059547140169728,754,2790
1306,707038192327901184,897,2391
1307,707021089608753152,1535,4424
1308,707014260413456384,659,2496
1309,706904523814649856,8780,15879
1310,706901761596989440,676,2255
1311,706681918348251136,1091,3608
1312,706644897839910912,1220,2804
1313,706593038911545345,716,2350
1314,706538006853918722,1574,3757
1315,706516534877929472,1147,3388
1316,706346369204748288,1030,3755
1317,706310011488698368,8987,23355
1318,706291001778950144,521,1850
1319,706265994973601792,1027,2964
1320,706169069255446529,2497,4269
1321,706166467411222528,1811,5605
1322,706153300320784384,432,1627
1323,705975130514706432,838,3386
1324,705970349788291072,1005,3424
1325,705898680587526145,640,2582
1326,705786532653883392,592,2125
1327,705591895322394625,1301,3453
1328,705475953783398401,1042,3220
1329,705442520700944385,1850,4860
1330,705428427625635840,1924,4173
1331,705239209544720384,848,3271
1332,705223444686888960,898,2816
1333,705102439679201280,580,2339
1334,705066031337840642,680,2363
1335,704871453724954624,1244,4564
1336,704859558691414016,609,2452
1337,704847917308362754,1722,5571
1338,704819833553219584,1130,2886
1339,704761120771465216,3244,7243
1340,704499785726889984,1119,3196
1341,704491224099647488,97,835
1342,704480331685040129,1193,3707
1343,704364645503647744,3972,8761
1344,704347321748819968,390,1722
1345,704134088924532736,518,1649
1346,704113298707505153,629,2022
1347,704054845121142784,1023,3193
1348,703774238772166656,523,2015
1349,703769065844768768,1267,3609
1350,703631701117943808,766,2840
1351,703611486317502464,1698,4214
1352,703425003149250560,1554,4153
1353,703407252292673536,779,2677
1354,703382836347330562,1280,3821
1355,703356393781329922,429,2079
1356,703268521220972544,617,2143
1357,703079050210877440,3480,8044
1358,703041949650034688,14089,28862
1359,702932127499816960,807,2813
1360,702899151802126337,504,1765
1361,702684942141153280,1212,3508
1362,702671118226825216,632,2390
1363,702598099714314240,3691,11278
1364,702539513671897089,1083,3122
1365,702332542343577600,1740,3483
1366,702321140488925184,1150,3590
1367,702276748847800320,855,2695
1368,702217446468493312,1515,5243
1369,701981390485725185,1102,3740
1370,701952816642965504,1146,4146
1371,701889187134500865,1553,3890
1372,701805642395348998,1890,3738
1373,701601587219795968,521,2286
1374,701570477911896070,1050,3068
1375,701545186879471618,678,2892
1376,701214700881756160,5779,13398
1377,700890391244103680,650,2426
1378,700864154249383937,683,2818
1379,700847567345688576,555,2631
1380,700796979434098688,1080,2661
1381,700747788515020802,10590,25015
1382,700518061187723268,910,2881
1383,700505138482569216,642,2476
1384,700462010979500032,2018,4523
1385,700167517596164096,832,2887
1386,700151421916807169,750,2444
1387,700143752053182464,3103,8230
1388,700062718104104960,774,2876
1389,700029284593901568,657,2250
1390,700002074055016451,1523,3615
1391,699801817392291840,1084,3326
1392,699788877217865730,554,2451
1393,699779630832685056,1393,3028
1394,699775878809702401,686,2135
1395,699691744225525762,5145,11206
1396,699446877801091073,2926,6486
1397,699434518667751424,574,2374
1398,699423671849451520,379,1498
1399,699413908797464576,687,2250
1400,699370870310113280,494,2050
1401,699323444782047232,977,3451
1402,699088579889332224,711,2441
1403,699079609774645248,739,2668
1404,699072405256409088,1320,3274
1405,699060279947165696,2047,4147
1406,699036661657767936,1337,2852
1407,698989035503689728,1108,3689
1408,698953797952008193,1014,2959
1409,698907974262222848,694,2778
1410,698710712454139905,770,2701
1411,698703483621523456,425,1597
1412,698635131305795584,384,1397
1413,698549713696649216,698,2522
1414,698355670425473025,510,2037
1415,698342080612007937,1068,2476
1416,698262614669991936,2258,5186
1417,698195409219559425,6716,18319
1418,698178924120031232,824,3072
1419,697995514407682048,369,1660
1420,697990423684476929,1448,3586
1421,697943111201378304,774,2623
1422,697881462549430272,1332,3293
1423,697630435728322560,610,1901
1424,697616773278015490,1137,3451
1425,697596423848730625,1419,3296
1426,697575480820686848,569,2243
1427,697516214579523584,1275,2265
1428,697482927769255936,762,2652
1429,697463031882764288,1547,3730
1430,697270446429966336,2080,5102
1431,697259378236399616,1126,3597
1432,697255105972801536,1310,3300
1433,697242256848379904,748,2735
1434,696900204696625153,1152,3476
1435,696894894812565505,756,2579
1436,696886256886657024,2001,5285
1437,696877980375769088,798,2676
1438,696754882863349760,396,1605
1439,696744641916489729,1066,2278
1440,696713835009417216,752,2603
1441,696518437233913856,1881,4255
1442,696490539101908992,169,1334
1443,696488710901260288,1163,2779
1444,696405997980676096,1280,3516
1445,696100768806522880,745,2116
1446,695816827381944320,1315,3275
1447,695794761660297217,877,3478
1448,695767669421768709,850,2047
1449,695629776980148225,2364,4992
1450,695446424020918272,2018,4766
1451,695409464418041856,4000,9420
1452,695314793360662529,1664,3991
1453,695095422348574720,680,2873
1454,695074328191332352,1234,3097
1455,695064344191721472,680,1762
1456,695051054296211456,881,2910
1457,694925794720792577,1036,2946
1458,694905863685980160,1048,3031
1459,694669722378485760,13452,25970
1460,694356675654983680,325,1643
1461,694352839993344000,696,2231
1462,694342028726001664,552,1720
1463,694329668942569472,567,2189
1464,694206574471057408,2286,4571
1465,694183373896572928,1036,3219
1466,694001791655137281,1173,3691
1467,693993230313091072,455,2040
1468,693942351086120961,413,1883
1469,693647888581312512,669,2943
1470,693644216740769793,149,1468
1471,693642232151285760,468,2776
1472,693629975228977152,889,2670
1473,693622659251335168,421,1680
1474,693590843962331137,2219,5541
1475,693582294167244802,291,1800
1476,693486665285931008,694,1933
1477,693280720173801472,1398,3654
1478,693267061318012928,921,2602
1479,693262851218264065,567,2440
1480,693231807727280129,835,3115
1481,693155686491000832,3606,8625
1482,693109034023534592,692,1882
1483,693095443459342336,521,2049
1484,692919143163629568,835,2914
1485,692905862751522816,994,2667
1486,692901601640583168,680,1964
1487,692894228850999298,906,2507
1488,692828166163931137,993,3141
1489,692752401762250755,4102,7469
1490,692568918515392513,1729,4720
1491,692535307825213440,1522,3489
1492,692530551048294401,472,2010
1493,692423280028966913,263,1613
1494,692417313023332352,3902,10227
1495,692187005137076224,924,2755
1496,692158366030913536,896,2358
1497,692142790915014657,437,1788
1498,692041934689402880,1420,3704
1499,692017291282812928,1077,3138
1500,691820333922455552,1849,4308
1501,691793053716221953,4710,8888
1502,691756958957883396,1155,3163
1503,691675652215414786,573,2107
1504,691483041324204033,653,2594
1505,691459709405118465,1290,4437
1506,691444869282295808,946,2883
1507,691416866452082688,8638,21182
1508,691321916024623104,743,2816
1509,691096613310316544,1016,3243
1510,691090071332753408,385,1861
1511,690989312272396288,3264,6484
1512,690959652130045952,1415,3899
1513,690938899477221376,2232,4517
1514,690932576555528194,1143,3591
1515,690735892932222976,1439,4113
1516,690728923253055490,596,2372
1517,690690673629138944,893,2530
1518,690649993829576704,321,1425
1519,690607260360429569,19,311
1520,690597161306841088,679,2159
1521,690400367696297985,509,2035
1522,690374419777196032,969,3548
1523,690360449368465409,1003,2913
1524,690348396616552449,571,1639
1525,690248561355657216,475,1837
1526,690021994562220032,1172,3050
1527,690015576308211712,828,2729
1528,690005060500217858,1896,3995
1529,689999384604450816,422,1558
1530,689993469801164801,516,1610
1531,689977555533848577,499,1487
1532,689905486972461056,785,2644
1533,689877686181715968,1336,3302
1534,689835978131935233,845,2355
1535,689661964914655233,1042,3486
1536,689659372465688576,4386,11355
1537,689623661272240129,745,2452
1538,689599056876867584,6219,12731
1539,689557536375177216,516,2249
1540,689517482558820352,1605,3719
1541,689289219123089408,1052,2462
1542,689283819090870273,1246,3609
1543,689280876073582592,814,2188
1544,689275259254616065,284,1265
1545,689255633275777024,1208,2798
1546,689154315265683456,1124,3335
1547,689143371370250240,578,2225
1548,688916208532455424,979,2996
1549,688908934925697024,869,2304
1550,688898160958271489,887,2299
1551,688894073864884227,788,2447
1552,688828561667567616,420,1503
1553,688804835492233216,224,1040
1554,688789766343622656,748,2420
1555,688547210804498433,789,2847
1556,688519176466644993,821,2512
1557,688385280030670848,5004,10145
1558,688211956440801280,936,2417
1559,688179443353796608,668,2318
1560,688116655151435777,885,3083
1561,688064179421470721,407,1873
1562,687841446767013888,2861,5984
1563,687826841265172480,1280,2979
1564,687818504314159109,1077,2751
1565,687807801670897665,799,2616
1566,687732144991551489,745,1930
1567,687704180304273409,950,2651
1568,687664829264453632,575,2113
1569,687494652870668288,653,2098
1570,687480748861947905,281,1753
1571,687476254459715584,614,2177
1572,687460506001633280,612,2231
1573,687399393394311168,701,2075
1574,687317306314240000,10356,21968
1575,687312378585812992,2139,4761
1576,687127927494963200,2576,5987
1577,687124485711986689,569,2361
1578,687109925361856513,2789,6339
1579,687102708889812993,1115,2560
1580,687096057537363968,690,2445
1581,686947101016735744,3570,9390
1582,686760001961103360,1549,3840
1583,686749460672679938,1657,3798
1584,686730991906516992,1345,4529
1585,686683045143953408,905,3056
1586,686618349602762752,1533,4023
1587,686606069955735556,606,2064
1588,686394059078897668,763,1920
1589,686386521809772549,993,3540
1590,686377065986265092,636,2427
1591,686358356425093120,772,2390
1592,686286779679375361,1878,4378
1593,686050296934563840,832,2411
1594,686035780142297088,138,1271
1595,686034024800862208,1321,3406
1596,686007916130873345,471,2701
1597,686003207160610816,730,2002
1598,685973236358713344,608,2309
1599,685943807276412928,693,1792
1600,685906723014619143,3281,8242
1601,685681090388975616,143,2219
1602,685667379192414208,662,2565
1603,685663452032069632,1650,3548
1604,685641971164143616,881,3199
1605,685547936038666240,17649,35994
1606,685532292383666176,1293,3327
1607,685325112850124800,4511,10413
1608,685321586178670592,734,2900
1609,685315239903100929,1226,3660
1610,685307451701334016,494,2255
1611,685268753634967552,1362,3403
1612,685198997565345792,759,2550
1613,685169283572338688,1613,4475
1614,684969860808454144,435,2509
1615,684959798585110529,3546,7283
1616,684940049151070208,1185,3508
1617,684926975086034944,548,3836
1618,684914660081053696,1656,3828
1619,684902183876321280,603,2041
1620,684880619965411328,930,2292
1621,684830982659280897,24370,38343
1622,684800227459624960,1114,2961
1623,684594889858887680,3993,9807
1624,684588130326986752,1586,4481
1625,684567543613382656,1410,3289
1626,684538444857667585,1082,2902
1627,684481074559381504,1315,4233
1628,684460069371654144,627,2163
1629,684241637099323392,3711,8956
1630,684225744407494656,239,1361
1631,684222868335505415,1554,4198
1632,684200372118904832,1167,2377
1633,684195085588783105,593,2096
1634,684188786104872960,1336,3810
1635,684177701129875456,762,2206
1636,684147889187209216,1696,3250
1637,684122891630342144,534,2166
1638,684097758874210310,1616,4496
1639,683857920510050305,1260,4146
1640,683852578183077888,395,2099
1641,683849932751646720,1108,2875
1642,683834909291606017,1256,2865
1643,683828599284170753,1189,3036
1644,683773439333797890,1526,3667
1645,683742671509258241,3756,7129
1646,683515932363329536,3273,8020
1647,683498322573824003,1088,3454
1648,683481228088049664,1112,2867
1649,683462770029932544,760,2672
1650,683449695444799489,1820,4270
1651,683391852557561860,2690,8307
1652,683357973142474752,1059,3221
1653,683142553609318400,1170,3150
1654,683111407806746624,1029,3723
1655,683098815881154561,734,2351
1656,683078886620553216,631,2167
1657,683030066213818368,826,2358
1658,682962037429899265,18393,39005
1659,682808988178739200,209,1941
1660,682788441537560576,1253,2693
1661,682750546109968385,491,1665
1662,682697186228989953,396,1434
1663,682662431982772225,1201,3316
1664,682638830361513985,674,2254
1665,682429480204398592,1311,3752
1666,682406705142087680,2002,8279
1667,682393905736888321,769,2426
1668,682389078323662849,516,1818
1669,682303737705140231,1132,3372
1670,682259524040966145,1372,4561
1671,682242692827447297,1339,3548
1672,682088079302213632,11208,20038
1673,682059653698686977,1908,5418
1674,682047327939461121,1084,3515
1675,682032003584274432,2278,7195
1676,682003177596559360,1717,3448
1677,681981167097122816,1158,3026
1678,681891461017812993,948,2696
1679,681694085539872773,4555,13953
1680,681679526984871937,498,1915
1681,681654059175129088,1039,2892
1682,681610798867845120,529,2093
1683,681579835668455424,1483,3873
1684,681523177663676416,6576,15678
1685,681340665377193984,312,1797
1686,681339448655802368,4574,10153
1687,681320187870711809,859,2908
1688,681302363064414209,2063,4325
1689,681297372102656000,1085,3474
1690,681281657291280384,1254,3508
1691,681261549936340994,308,1588
1692,681242418453299201,618,1638
1693,681231109724700672,539,2616
1694,681193455364796417,1680,4052
1695,680970795137544192,743,2651
1696,680959110691590145,2238,4973
1697,680940246314430465,1217,3525
1698,680934982542561280,493,2272
1699,680913438424612864,701,2599
1700,680889648562991104,415,1936
1701,680836378243002368,1501,3742
1702,680805554198020098,745,2357
1703,680801747103793152,923,2585
1704,680798457301471234,1177,3118
1705,680609293079592961,811,2888
1706,680583894916304897,1509,3926
1707,680497766108381184,2151,4624
1708,680494726643068929,542,1868
1709,680473011644985345,839,2772
1710,680440374763077632,559,1578
1711,680221482581123072,329,1590
1712,680206703334408192,1315,3097
1713,680191257256136705,573,2342
1714,680176173301628928,1753,4252
1715,680161097740095489,823,2527
1716,680145970311643136,1965,3942
1717,680130881361686529,1072,2512
1718,680115823365742593,1025,2962
1719,680100725817409536,1545,3878
1720,680085611152338944,9967,13916
1721,680070545539371008,987,2807
1722,680055455951884288,8025,18203
1723,679877062409191424,722,2147
1724,679872969355714560,745,2359
1725,679862121895714818,700,2671
1726,679854723806179328,1392,3130
1727,679844490799091713,886,2589
1728,679828447187857408,15743,39558
1729,679777920601223168,1270,3373
1730,679736210798047232,912,2295
1731,679729593985699840,928,2357
1732,679722016581222400,538,1807
1733,679530280114372609,2336,5193
1734,679527802031484928,817,2884
1735,679511351870550016,1454,3694
1736,679503373272485890,1664,3468
1737,679475951516934144,722,2289
1738,679462823135686656,21187,34731
1739,679405845277462528,1355,2586
1740,679158373988876288,9140,23469
1741,679148763231985668,1158,3015
1742,679132435750195208,1309,3241
1743,679111216690831360,2878,6486
1744,679062614270468097,9247,18630
1745,679047485189439488,773,2457
1746,679001094530465792,1374,3068
1747,678991772295516161,1329,2530
1748,678969228704284672,527,1788
1749,678800283649069056,1014,2800
1750,678798276842360832,1344,3790
1751,678774928607469569,1038,3025
1752,678767140346941444,1544,3846
1753,678764513869611008,542,1776
1754,678755239630127104,3724,7779
1755,678740035362037760,1920,4086
1756,678708137298427904,2740,6053
1757,678675843183484930,1674,3136
1758,678643457146150913,486,2239
1759,678446151570427904,1777,4340
1760,678424312106393600,2866,5887
1761,678410210315247616,2060,4616
1762,678399652199309312,30797,62146
1763,678396796259975168,472,1722
1764,678389028614488064,469,2035
1765,678380236862578688,1017,2641
1766,678341075375947776,610,1886
1767,678334497360859136,302,1423
1768,678278586130948096,6810,12477
1769,678255464182861824,417,1719
1770,678023323247357953,438,2085
1771,678021115718029313,7114,14950
1772,677961670166224897,1873,3686
1773,677918531514703872,461,1470
1774,677895101218201600,2371,5256
1775,677716515794329600,1101,3310
1776,677700003327029250,1613,3675
1777,677698403548192770,361,1325
1778,677687604918272002,948,2670
1779,677673981332312066,1669,3596
1780,677662372920729601,1097,2123
1781,677644091929329666,885,2031
1782,677573743309385728,816,2312
1783,677565715327688705,512,1403
1784,677557565589463040,1314,2653
1785,677547928504967168,4057,7535
1786,677530072887205888,249,1156
1787,677335745548390400,2007,3314
1788,677334615166730240,327,1470
1789,677331501395156992,264,1179
1790,677328882937298944,1681,3925
1791,677314812125323265,609,1783
1792,677301033169788928,468,1355
1793,677269281705472000,788,2144
1794,677228873407442944,1829,3826
1795,677187300187611136,1031,2964
1796,676975532580409345,1196,3000
1797,676957860086095872,902,2381
1798,676949632774234114,444,1407
1799,676948236477857792,977,2341
1800,676946864479084545,424,1829
1801,676942428000112642,852,2247
1802,676936541936185344,5486,13731
1803,676916996760600576,1997,3217
1804,676897532954456065,813,2419
1805,676864501615042560,802,2278
1806,676821958043033607,17503,25013
1807,676819651066732545,738,1949
1808,676811746707918848,468,1526
1809,676776431406465024,2233,5377
1810,676617503762681856,1103,3123
1811,676613908052996102,219,1172
1812,676606785097199616,488,2029
1813,676603393314578432,440,1268
1814,676593408224403456,2400,4939
1815,676590572941893632,142,992
1816,676588346097852417,893,2519
1817,676582956622721024,311,1299
1818,676575501977128964,1252,2794
1819,676533798876651520,618,2018
1820,676496375194980353,601,1631
1821,676470639084101634,5197,12568
1822,676440007570247681,740,1853
1823,676430933382295552,385,1519
1824,676263575653122048,605,2233
1825,676237365392908289,331,1325
1826,676219687039057920,31810,66833
1827,676215927814406144,655,1873
1828,676191832485810177,1142,2464
1829,676146341966438401,739,2068
1830,676121918416756736,1293,2321
1831,676101918813499392,1280,3027
1832,676098748976615425,1610,3259
1833,676089483918516224,479,1422
1834,675898130735476737,651,1766
1835,675891555769696257,971,2286
1836,675888385639251968,1063,2571
1837,675878199931371520,1562,4506
1838,675870721063669760,628,1771
1839,675853064436391936,1447,2903
1840,675849018447167488,170,1021
1841,675845657354215424,991,2460
1842,675822767435051008,589,1644
1843,675820929667219457,259,1130
1844,675798442703122432,3769,11049
1845,675781562965868544,531,1741
1846,675740360753160193,387,1250
1847,675710890956750848,922,2039
