,id,retweet_count,favorite_count
303,836001077879255040,4901,20840
304,835685285446955009,9272,0
305,835574547218894849,4097,19379
306,835536468978302976,1930,0
307,835309094223372289,23870,0
308,835297930240217089,3368,17791
309,835264098648616962,1930,8467
310,835246439529840640,82,2248
311,835172783151792128,6493,28461
312,835152434251116546,3425,24478
313,834931633769889797,1872,11791
314,834786237630337024,6132,22874
315,834574053763584002,2868,14939
316,834477809192075265,12146,0
317,834458053273591808,1893,10482
318,834209720923721728,5442,22505
319,834167344700198914,4111,17141
320,834089966724603904,2420,10957
321,834086379323871233,2504,14240
322,833863086058651648,2717,14594
323,833826103416520705,3886,16661
324,833732339549220864,250,0
325,833722901757046785,3626,22501
326,833479644947025920,2345,16193
327,833124694597443584,5490,22062
328,832998151111966721,2508,14506
329,832769181346996225,44,0
330,832757312314028032,4109,18356
331,832682457690300417,3348,12969
332,832645525019123713,590,3185
333,832636094638288896,3202,17310
334,832397543355072512,2533,13067
335,832369877331693569,3634,18715
336,832273440279240704,2657,12339
337,832215909146226688,7033,0
338,832215726631055365,10673,0
339,832088576586297345,3,72
340,832040443403784192,11050,0
341,832032802820481025,4720,13826
342,831939777352105988,6992,26297
343,831926988323639298,39,369
344,831911600680497154,7409,30248
345,831670449226514432,2053,11439
346,831650051525054464,2226,7868
347,831552930092285952,2620,9843
348,831322785565769729,1737,10011
349,831315979191906304,1261,7087
350,831309418084069378,2772,12777
351,831262627380748289,2338,13018
352,830956169170665475,1725,8705
353,830583320585068544,19188,73157
354,830173239259324417,6519,0
355,830097400375152640,3441,10769
356,829878982036299777,5734,0
357,829861396166877184,2234,13402
358,829501995190984704,12146,34779
359,829449946868879360,2319,11484
360,829374341691346946,10647,37930
361,829141528400556032,8486,26859
362,829011960981237760,18527,58067
363,828801551087042563,3880,0
364,828770345708580865,6713,27990
365,828708714936930305,12811,40107
366,828650029636317184,1540,10437
367,828409743546925057,1300,6873
368,828408677031882754,1468,8368
369,828381636999917570,2540,13819
370,828376505180889089,1210,8084
371,828372645993398273,3325,13706
372,828361771580813312,194,2401
373,828046555563323392,3245,12887
374,828011680017821696,2441,11364
375,827933404142436356,5958,22098
376,827653905312006145,3414,16917
377,827600520311402496,1080,8125
378,827324948884643840,3490,17444
379,827228250799742977,13452,0
380,827199976799354881,2566,11609
381,826958653328592898,5734,23675
382,826848821049180160,11805,40170
383,826615380357632002,4498,0
384,826598799820865537,292,5617
385,826598365270007810,2701,11076
386,826476773533745153,4801,20201
387,826240494070030336,2957,14564
388,826204788643753985,1070,5340
389,826115272272650244,3584,17239
390,825876512159186944,2138,11481
391,825829644528148480,2837,13974
392,825535076884762624,19563,56199
393,825147591692263424,5223,20129
394,825120256414846976,1477,0
395,825026590719483904,1477,6991
396,824796380199809024,6262,0
397,824775126675836928,4042,16440
398,824663926340194305,1986,11068
399,824325613288833024,11791,12961
400,824297048279236611,4442,16567
401,824025158776213504,675,5234
402,823939628516474880,3110,11712
403,823719002937630720,12874,0
404,823699002998870016,2764,13786
405,823581115634085888,3020,14336
406,823333489516937216,30,773
407,823322678127919110,4615,17363
408,823269594223824897,11350,0
409,822975315408461824,3936,19071
410,822872901745569793,47958,132318
411,822859134160621569,2611,14526
412,822647212903690241,7349,0
413,822610361945911296,3409,16259
414,822489057087389700,7349,20023
415,822462944365645825,17089,31684
416,822244816520155136,11350,38696
417,822163064745328640,5529,0
418,821886076407029760,2682,12529
419,821813639212650496,3810,0
420,821765923262631936,1893,9285
421,821522889702862852,2021,8842
422,821421320206483457,6424,0
423,821407182352777218,5031,13026
424,821153421864615936,10,278
425,821149554670182400,2309,9678
426,821107785811234820,2477,10596
427,821044531881721856,2622,13974
428,820837357901512704,7694,0
429,820749716845686786,11466,34862
430,820690176645140481,3699,13476
431,820494788566847489,646,0
432,820446719150292993,2968,0
433,820314633777061888,646,3696
434,820078625395449857,7216,21891
435,820013781606658049,1361,0
436,819952236453363712,1361,5903
437,819924195358416896,5576,14243
438,819711362133872643,3583,14863
439,819588359383371776,2259,10556
440,819347104292290561,1377,7982
441,819238181065359361,459,2539
442,819227688460238848,7694,25548
443,819015337530290176,42045,0
444,819015331746349057,21699,0
445,819006400881917954,21699,49786
446,819004803107983360,42045,95138
447,818646164899774465,23959,0
448,818627210458333184,8527,24481
449,818614493328580609,2965,10920
450,818588835076603904,7085,0
451,818536468981415936,2864,12086
452,818307523543449600,9331,0
453,818259473185828864,2611,12163
454,818145370475810820,2993,13621
455,817908911860748288,902,5337
456,817827839487737858,31140,57371
457,817777686764523521,3071,11855
458,817536400337801217,3488,13051
459,817502432452313088,3902,0
460,817423860136083457,17399,38096
461,817415592588222464,1122,6234
462,817181837579653120,9846,0
463,817171292965273600,2315,9650
464,817120970343411712,3004,13331
465,817056546584727552,1916,9489
466,816829038950027264,5468,0
467,816816676327063552,2350,11030
468,816697700272001025,2529,10860
469,816450570814898180,9331,33829
470,816336735214911488,2253,9529
471,816091915477250048,2490,9882
472,816062466425819140,1201,0
473,816014286006976512,6115,0
474,815990720817401858,1201,5526
475,815966073409433600,9846,24964
476,815745968457060357,4774,0
477,815736392542261248,2607,10894
478,815639385530101762,1901,9130
479,815390420867969024,4388,11423
480,814986499976527872,1500,8447
481,814638523311648768,3119,12481
482,814578408554463233,6716,0
483,814530161257443328,2143,9597
484,814153002265309185,10034,31880
485,813944609378369540,3717,0
486,813910438903693312,2180,10296
487,813812741911748608,16183,40231
488,813800681631023104,2042,9265
489,813217897535406080,8436,20708
490,813202720496779264,2079,10160
491,813187593374461952,5063,22007
492,813172488309972993,2227,10344
493,813157409116065792,2547,8553
494,813142292504645637,2714,9316
495,813130366689148928,511,4949
496,813127251579564032,3628,13188
497,813112105746448384,3208,11462
498,813096984823349248,4187,11644
499,813081950185472002,3201,10956
500,813066809284972545,2259,8825
501,813051746834595840,8455,23221
502,812781120811126785,2187,8342
503,812747805718642688,8025,0
504,812709060537683968,1658,7344
505,812503143955202048,1419,6759
506,812466873996607488,2218,8873
507,812372279581671427,4230,15161
508,811985624773361665,1642,8067
509,811744202451197953,1873,8390
510,811647686436880384,866,6189
511,811627233043480576,3633,14210
512,811386762094317568,7405,23211
513,810984652412424192,1647,5904
514,810896069567610880,2082,10057
515,810657578271330305,3043,12150
516,810284430598270976,13304,39481
517,810254108431155201,3880,16308
518,809920764300447744,4498,17181
519,809808892968534016,5679,0
520,809448704142938112,1687,7693
521,809220051211603969,6519,22165
522,809084759137812480,4029,14628
523,808838249661788160,3516,11221
524,808733504066486276,2502,8769
525,808501579447930884,2996,12533
526,808344865868283904,23959,47106
527,808134635716833280,6925,0
528,808106460588765185,2515,9671
529,808001312164028416,4075,13948
530,807621403335917568,4267,16179
531,807106840509214720,56373,106634
532,807059379405148160,8471,0
533,807010152071229440,4402,14452
534,806629075125202948,40437,83401
535,806620845233815552,6383,0
536,806576416489959424,2216,5350
537,806542213899489280,2747,11321
538,806242860592926720,13512,0
539,806219024703037440,1383,7122
540,805958939288408065,6201,0
541,805932879469572096,2195,9164
542,805826884734976000,2126,7304
543,805823200554876929,9320,0
544,805520635690676224,1899,6342
545,805487436403003392,2916,9734
546,805207613751304193,1964,8644
547,804738756058218496,4461,15262
548,804475857670639616,2341,6856
549,804413760345620481,3698,0
550,804026241225523202,18791,49596
551,803773340896923648,3202,11157
552,803692223237865472,8638,0
553,803638050916102144,4803,12226
554,803380650405482500,2155,8575
555,803321560782307329,6178,0
556,803276597545603072,2868,11161
557,802952499103731712,2322,10047
558,802624713319034886,3390,0
559,802600418706604034,1700,7919
560,802572683846291456,2909,9919
561,802323869084381190,6780,18061
562,802265048156610565,1568,7011
563,802247111496568832,5202,0
564,802239329049477120,3029,10088
565,802185808107208704,314,0
566,801958328846974976,1984,8574
567,801854953262350336,274,1948
568,801538201127157760,2377,9109
569,801285448605831168,955,6760
570,801167903437357056,6925,27290
571,801127390143516673,4598,0
572,801115127852503040,2417,8972
573,800859414831898624,113,774
574,800855607700029440,1884,0
575,800751577355128832,3203,11655
576,800513324630806528,3476,14632
577,800459316964663297,2480,10499
578,800443802682937345,5024,0
579,800388270626521089,3250,12409
580,800188575492947969,4555,0
581,800141422401830912,2968,17023
582,800018252395122689,15274,31655
583,799774291445383169,5448,0
584,799757965289017345,2497,9352
585,799422933579902976,2207,8938
586,799308762079035393,6425,0
587,799297110730567681,3214,11024
588,799063482566066176,2852,9024
589,798933969379225600,5177,14669
590,798925684722855936,1657,8223
591,798705661114773508,7685,0
592,798701998996647937,9060,0
593,798697898615730177,7555,0
594,798694562394996736,5779,0
595,798686750113755136,2690,0
596,798682547630837760,5486,0
597,798673117451325440,6454,0
598,798665375516884993,4494,0
599,798644042770751489,2142,0
600,798628517273620480,2265,0
601,798585098161549313,6589,0
602,798576900688019456,6835,0
603,798340744599797760,3901,0
604,798209839306514432,2947,11508
605,797971864723324932,3636,12975
606,797545162159308800,5622,16135
607,797236660651966464,7693,22250
608,797165961484890113,32,255
609,796904159865868288,10356,0
610,796865951799083009,2188,8528
611,796759840936919040,3549,13222
612,796563435802726400,8471,0
613,796484825502875648,2035,8444
614,796387464403357696,4830,12278
615,796177847564038144,16559,0
616,796149749086875649,16559,36048
617,796125600683540480,2071,5486
618,796116448414461957,2796,10109
619,796080075804475393,2690,9426
620,796031486298386433,4271,12020
621,795464331001561088,27586,55479
622,795400264262053889,3310,11229
623,795076730285391872,6262,18062
624,794983741416415232,3924,0
625,794926597468000259,2684,11454
626,794355576146903043,11969,0
627,794332329137291264,3076,10648
628,794205286408003585,3874,10273
629,793962221541933056,5679,18820
630,793845145112371200,2177,10247
631,793614319594401792,3646,0
632,793601777308463104,1901,8881
633,793500921481273345,2772,11908
634,793286476301799424,10673,27474
635,793271401113350145,2751,9649
636,793256262322548741,9661,22263
637,793241302385262592,3790,11741
638,793226087023144960,3322,10961
639,793210959003287553,3282,9957
640,793195938047070209,6504,17001
641,793180763617361921,2306,7710
642,793165685325201412,3227,10436
643,793150605191548928,1982,6886
644,793135492858580992,2884,7182
645,793120401413079041,4533,14138
646,792913359805018113,4693,16001
647,792883833364439040,4950,12612
648,792773781206999040,1958,8170
649,792394556390137856,4976,15071
650,792050063153438720,2080,7992
651,791821351946420224,24370,0
652,791784077045166082,11208,0
653,791780927877898241,4411,0
654,791774931465953280,21061,37678
655,791672322847637504,3646,13086
656,791406955684368384,4774,14627
657,791312159183634433,2947,9801
658,791026214425268224,4818,0
659,790987426131050500,2468,11041
660,790946055508652032,5468,18527
661,790723298204217344,2686,0
662,790698755171364864,2191,9118
663,790581949425475584,8143,22397
664,790337589677002753,2160,8696
665,790277117346975746,3717,14015
666,790227638568808452,4171,0
667,789986466051088384,2686,10311
668,789960241177853952,4816,0
669,789903600034189313,4833,11614
670,789628658055020548,2072,8410
671,789599242079838210,2267,7579
672,789530877013393408,3924,13117
673,789314372632018944,2655,9574
674,789280767834746880,5720,0
675,789268448748703744,2996,10147
676,789137962068021249,3232,10824
677,788908386943430656,14347,30520
678,788765914992902144,11969,30604
679,788552643979468800,8365,0
680,788412144018661376,5964,15998
681,788178268662984705,2477,8060
682,788150585577050112,1502,6837
683,788070120937619456,3933,0
684,788039637453406209,1529,6838
685,787810552592695296,3523,9678
686,787717603741622272,3226,11370
687,787397959788929025,3281,12064
688,787322443945877504,2024,8687
689,787111942498508800,7746,0
690,786963064373534720,9272,29595
691,786729988674449408,2809,0
692,786709082849828864,7033,20221
693,786664955043049472,2981,11908
694,786595970293370880,3575,10460
695,786363235746385920,4054,12129
696,786286427768250368,3328,8892
697,786233965241827333,5529,17100
698,786051337297522688,178,1607
699,786036967502913536,8148,0
700,785927819176054784,3627,12636
701,785872687017132033,2112,7452
702,785639753186217984,2545,8680
703,785533386513321988,2318,10146
704,785515384317313025,1466,6782
705,785264754247995392,1897,8095
706,785170936622350336,5608,13438
707,784826020293709826,3698,11268
708,784517518371221505,2945,10005
709,784431430411685888,1479,6308
710,784183165795655680,9320,22401
711,784057939640352768,12874,33358
712,783839966405230592,12544,33544
713,783821107061198850,2259,8176
714,783695101801398276,3706,11595
715,783466772167098368,2586,9426
716,783391753726550016,6393,18821
717,783347506784731136,6495,0
718,783334639985389568,13512,32504
719,783085703974514689,2541,9069
720,782969140009107456,8471,26849
721,782747134529531904,1593,8276
722,782722598790725632,6201,19173
723,782598640137187329,2177,8664
724,782305867769217024,6424,18547
725,782021823840026624,7196,0
726,781955203444699136,3885,12317
727,781661882474196992,3107,11586
728,781655249211752448,1305,4445
729,781524693396357120,6383,23074
730,781308096455073793,2933,7932
731,781251288990355457,2430,9403
732,781163403222056960,3149,10852
733,780931614150983680,8471,24088
734,780858289093574656,2311,8007
735,780800785462489090,1493,6114
736,780601303617732608,3810,13464
737,780543529827336192,2008,7001
738,780496263422808064,4293,0
739,780476555013349377,136,0
740,780459368902959104,1221,5868
741,780192070812196864,2571,9671
742,780092040432480260,2644,0
743,780074436359819264,5756,13667
744,779834332596887552,8148,21161
745,779377524342161408,3584,9791
746,779124354206535695,21187,0
747,779123168116150273,4189,13146
748,779056095788752897,5202,16444
749,778990705243029504,8371,22262
750,778774459159379968,11474,0
751,778764940568104960,422,952
752,778748913645780993,1549,7681
753,778650543019483137,1714,6415
754,778624900596654080,1165,5166
755,778408200802557953,4988,15089
756,778396591732486144,14089,0
757,778383385161035776,1264,6502
758,778286810187399168,3804,11529
759,778039087836069888,3040,9386
760,778027034220126208,1867,7292
761,777953400541634568,4053,0
762,777885040357281792,1882,7054
763,777684233540206592,3390,12468
764,777641927919427584,4915,0
765,777621514455814149,2884,9706
766,777189768882946048,4965,15858
767,776819012571455488,15743,0
768,776813020089548800,1393,5420
769,776477788987613185,3223,9823
770,776249906839351296,10590,0
771,776218204058357768,18343,33209
772,776201521193218049,2890,10635
773,776113305656188928,5024,13050
774,776088319444877312,177,2037
775,775898661951791106,17522,0
776,775842724423557120,3083,12980
777,775733305207554048,4598,15351
778,775729183532220416,5262,14298
779,775364825476165632,3445,8265
780,775350846108426240,4496,11261
781,775085132600442880,5448,17218
782,774757898236878852,2023,9429
783,774639387460112384,2000,7461
784,774314403806253056,6425,24093
785,773985732834758656,4449,11869
786,773922284943896577,1980,7078
787,773704687002451968,1873,7287
788,773670353721753600,1489,5910
789,773547596996571136,7085,24461
790,773336787167145985,5860,0
791,773308824254029826,8595,25743
792,773247561583001600,3672,10368
793,773191612633579521,4713,11079
794,772877495989305348,4462,9525
795,772826264096874500,2654,8820
796,772615324260794368,3881,0
797,772581559778025472,1954,7167
798,772193107915964416,1596,6642
799,772152991789019136,1292,4168
800,772117678702071809,844,4153
801,772114945936949249,544,2994
802,772102971039580160,1060,4438
803,771908950375665664,2158,7266
804,771770456517009408,3901,13308
805,771500966810099713,2992,9146
806,771380798096281600,5860,11692
807,771171053431250945,8653,0
808,771136648247640064,3337,10184
809,771102124360998913,1648,6875
810,771014301343748096,1768,6998
811,771004394259247104,252,0
812,770787852854652928,1407,5478
813,770772759874076672,1611,5734
814,770743923962707968,52101,0
815,770655142660169732,1999,8092
816,770414278348247044,2369,6962
817,770293558247038976,1703,6899
818,770093767776997377,3492,0
819,770069151037685760,2633,8353
820,769940425801170949,11050,34822
821,769695466921623552,1911,7073
822,769335591808995329,8780,0
823,769212283578875904,1954,5963
824,768970937022709760,7503,15958
825,768909767477751808,3103,0
826,768855141948723200,1028,4645
827,768609597686943744,1378,4562
828,768596291618299904,1464,5565
829,768554158521745409,6673,0
830,768473857036525572,3932,15048
831,768193404517830656,4053,12104
832,767884188863397888,1618,5284
833,767754930266464257,6178,17733
834,767500508068192258,2671,8253
835,767191397493538821,4372,13576
836,767122157629476866,3246,11180
837,766864461642756096,6481,0
838,766793450729734144,1556,5626
839,766714921925144576,435,2862
840,766693177336135680,912,4467
841,766423258543644672,1810,6651
842,766313316352462849,2156,7467
843,766078092750233600,2955,0
844,766069199026450432,997,4735
845,766008592277377025,568,4120
846,765719909049503744,2461,7990
847,765669560888528897,1402,5724
848,765395769549590528,3114,20472
849,765371061932261376,2461,7813
850,765222098633691136,3881,12843
851,764857477905154048,2016,7072
852,764259802650378240,1735,6688
853,763956972077010945,61,806
854,763837565564780549,4818,13984
855,763183847194451968,1690,5981
856,763167063695355904,3471,0
857,763103485927849985,2587,8120
858,762699858130116608,4171,13468
859,762471784394268675,7546,12526
860,762464539388485633,4816,11451
861,762316489655476224,1288,5336
862,762035686371364864,17815,35270
863,761976711479193600,2297,5962
864,761750502866649088,4511,0
865,761745352076779520,975,4692
866,761672994376806400,33230,54793
867,761599872357261312,1330,4559
868,761371037149827077,20400,0
869,761334018830917632,1658,5761
870,761292947749015552,1256,4937
871,761227390836215808,1766,5891
872,761004547850530816,3933,12422
873,760893934457552897,1101,4212
874,760656994973933572,2198,7308
875,760641137271070720,1477,5455
876,760539183865880579,4148,8354
877,760521673607086080,1598,4665
878,760290219849637889,13070,29503
879,760252756032651264,989,4326
880,760190180481531904,2067,6303
881,760153949710192640,38,0
882,759943073749200896,2369,6558
883,759923798737051648,6481,16212
884,759846353224826880,2256,7399
885,759793422261743616,2164,6585
886,759566828574212096,24183,0
887,759557299618865152,1337,5185
888,759447681597108224,2809,9382
889,759446261539934208,557,1841
890,759197388317847553,2208,6697
891,759159934323924993,1348,0
892,759099523532779520,4790,16047
893,759047813560868866,2291,7201
894,758854675097526272,1022,3892
895,758828659922702336,4351,12323
896,758740312047005698,1819,6317
897,758474966123810816,1125,4205
898,758467244762497024,2516,5297
899,758405701903519748,2192,5729
900,758355060040593408,1239,3782
901,758099635764359168,11474,21213
902,758041019896193024,431,2987
903,757741869644341248,3692,7579
904,757729163776290825,9247,0
905,757725642876129280,1384,4994
906,757611664640446465,1265,5007
907,757597904299253760,331,0
908,757596066325864448,1206,4788
909,757400162377592832,7717,16667
910,757393109802180609,1996,6434
911,757354760399941633,1624,4973
912,756998049151549440,2260,6898
913,756939218950160384,2283,7306
914,756651752796094464,1503,5588
915,756526248105566208,4141,11463
916,756303284449767430,1224,4345
917,756288534030475264,14970,28385
918,756275833623502848,1733,7090
919,755955933503782912,3274,8064
920,755206590534418437,6120,18131
921,755110668769038337,12554,23353
922,754874841593970688,9140,0
923,754856583969079297,2856,7578
924,754747087846248448,589,2841
925,754482103782404096,2209,5826
926,754449512966619136,840,4132
927,754120377874386944,2655,8628
928,754011816964026368,4064,9683
929,753655901052166144,2482,6424
930,753420520834629632,4049,8690
931,753398408988139520,2174,6357
932,753375668877008896,2644,8365
933,753298634498793472,6576,0
934,753294487569522689,1183,3740
935,753039830821511168,23870,40913
936,753026973505581056,1103,4259
937,752932432744185856,7746,13903
938,752917284578922496,1781,7551
939,752701944171524096,3273,0
940,752682090207055872,1829,6621
941,752660715232722944,1784,4860
942,752568224206688256,2588,6110
943,752519690950500352,3895,8116
944,752334515931054080,1258,4213
945,752309394570878976,18880,0
946,752173152931807232,2097,6548
